22	10	0.00000
22	11	0.00000
22	12	0.00000
22	13	0.00000
22	14	0.00000
22	15	0.00000
22	16	0.00000
22	17	0.00000
22	18	0.00000
22	19	0.00000
22	20	0.00000
22	21	0.00000
22	22	1.00000
23	1	0.00000
23	2	0.00000
23	3	0.00000
23	4	0.00000
23	5	0.00000
23	6	0.00000
23	7	0.00000
23	8	0.00000
23	9	0.00000
23	10	0.00000
23	11	0.00000
23	12	0.00000
23	13	0.00000
23	14	0.00000
23	15	0.00000
23	16	0.00000
23	17	0.00000
23	18	0.00000
23	19	0.00000
23	20	0.00000
23	21	0.00000
23	22	0.00000
23	23	1.00000
24	1	0.00000
24	2	0.00000
24	3	0.00000
24	4	0.00000
24	5	0.00000
24	6	0.00000
24	7	0.00000
24	8	0.00000
24	9	0.00000
24	10	0.00000
24	11	0.00000
24	12	0.00000
24	13	0.00000
24	14	0.00000
24	15	0.00000
24	16	0.00000
24	17	0.00000
24	18	0.00000
24	19	0.00000
24	20	0.00000
24	21	0.00000
24	22	0.00000
24	23	0.00000
24	24	1.00000
25	1	0.00000
25	2	0.00000
25	3	0.00000
25	4	0.00000
25	5	0.00000
25	6	0.00000
25	7	0.00000
25	8	0.00000
25	9	0.00000
25	10	0.00000
25	11	0.00000
25	12	0.00000
25	13	0.00000
25	14	0.00000
25	15	0.00000
25	16	0.00000
25	17	0.00000
25	18	0.00000
25	19	0.00000
25	20	0.00000
25	21	0.00000
25	22	0.00000
25	23	0.00000
25	24	0.00000
25	25	1.00000
26	1	0.00000
26	2	0.00000
26	3	0.00000
26	4	0.00000
26	5	0.00000
26	6	0.00000
26	7	0.00000
26	8	0.00000
26	9	0.00000
26	10	0.00000
26	11	0.00000
26	12	0.00000
26	13	0.00000
26	14	0.00000
26	15	0.00000
26	16	0.00000
26	17	0.00000
26	18	0.00000
26	19	0.00000
26	20	0.00000
26	21	0.00000
26	22	0.00000
26	23	0.00000
26	24	0.00000
26	25	0.00000
26	26	1.00000
